1	00:04:08.455	00:04:10.256	BED, JOHN.
287	00:24:06.153	00:24:09.504	HERE, YOU BOY. GET THESE UP THE STAIR. 
288	00:24:09.506	00:24:11.189	AND YOU AND YOU! 
289	00:24:11.191	00:24:12.991	COME ON, GET TO IT. 
290	00:24:14.343	00:24:17.979	MR. PRESIDENT, MRS. ADAMS. 
291	00:25:01.674	00:25:04.342	( all coughing ) 
292	00:25:07.714	00:25:10.115	THE FIRES HELP THE PLASTER DRY MORE QUICKLY, MRS. ADAMS. 
293	00:25:10.117	00:25:12.317	( chuckles, coughs ) 
294	00:25:39.162	00:25:40.862	IT WILL SOON BE READY, SIR. 
295	00:25:52.741	00:25:54.275	HALFFED SLAVES 
296	00:25:54.277	00:25:56.244	BUILDING OUR NATION'S CAPITAL. 
297	00:26:01.700	00:26:04.419	WHAT POSSIBLE GOOD CAN COME FROM SUCH A PLACE? 
298	00:26:17.132	00:26:19.901	( clanking echoes ) 
299	00:26:34.917	00:26:36.434	IS THE OLD MAN WELCOMING US 
300	00:26:36.436	00:26:38.186	OR SHOWING US THE WAY OUT? 
301	00:27:01.944	00:27:04.279	A LETTER FROM ALEXANDER HAMILTON...
302	00:27:05.831	00:27:08.883	CONCERNING THE PUBLIC CONDUCT AND CHARACTER,
303	00:27:08.885	00:27:10.952	OF JOHN ADAMS, ESQUIRE, ,
304	00:27:10.954	00:27:12.520	PRESIDENT OF THE UNITED STATES.
305	00:27:12.522	00:27:13.955	WELL WELL.
306	00:27:19.161	00:27:20.995	HIS DISGUSTING EGOTISM...
307	00:27:22.348	00:27:26.117	HIS BITTER ANIMOSITY, HIS UNGOVERNABLE TEMPER
308	00:27:27.620	00:27:30.905	THE UNFORTUNATE FOIBLES OF A VANITY WITHOUT BOUNDS,
309	00:27:30.907	00:27:33.775	AND A JEALOUSY CAPABLE OF DISCOLORING EVERY OBJECT.
310	00:27:35.177	00:27:37.128	HIS PRESIDENCY HAS BEEN,
311	00:27:37.130	00:27:39.714	A HETEROGENEOUS COMPOUND,
312	00:27:39.716	00:27:41.683	OF RIGHT AND WRONG,
313	00:27:41.685	00:27:44.418	OF WISDOM AND ERROR.
314	00:27:44.420	00:27:46.304	THIS PAMPHLET WILL DO YOU MUCH DAMAGE,
315	00:27:46.306	00:27:48.606	SHOULD IT FINDS ITS WAY INTO THE HANDS,
316	00:27:48.608	00:27:51.342	OF THE ELECTORS AS MR. HAMILTON INTENDS.
317	00:27:51.344	00:27:53.712	IT COULD WELL DETERMINE THE COURSE OF THE ELECTION.
318	00:27:53.714	00:27:57.249	YES, WELL, I MADE HIS LITTLE ARMY DISAPPEAR, DIDN'T I? 
319	00:27:57.251	00:28:01.235	AND NOW HE SEEKS TO DO THE SAME TO ME, MR. SECRETARY.
320	00:28:07.759	00:28:10.978	IS THERE STILL NO WORD FROM PARIS, MR. MARSHALL?
321	00:28:10.980	00:28:12.780	NONE AS YET.
322	00:28:13.782	00:28:15.583	I'M HEARTILY SORRY, SIR.
323	00:28:33.185	00:28:35.487	THE ANCIENTS...
324	00:28:36.622	00:28:39.924	THOUGHT A GREAT BOOK A GREAT EVIL.
325	00:28:44.230	00:28:46.297	( chuckles ),
326	00:28:46.299	00:28:48.666	MR. HAMILTON WILL FIND HIS LITTLE BOOK,
327	00:28:48.668	00:28:52.170	AN EVIL GREAT ENOUGH FOR HIM, FOR IT WILL ENSURE
328	00:28:52.172	00:28:54.405	THE ELECTION OF THE MAN THAT HE DREADS,
329	00:28:54.407	00:28:57.692	OR PRETENDS TO DREAD, FAR MORE THAN ME.
330	00:28:57.694	00:29:00.245	YOU ARE RESIGNED, THEN?
331	00:29:05.934	00:29:08.986	MY DECISIONS WERE MY OWN NOT OTHER MEN'S,
332	00:29:08.988	00:29:10.705	AND CERTAINLY NOT HAMILTON'S.
333	00:29:21.834	00:29:25.319	I HAVE ALWAYS BEEN PREPARED TO STAND BY THE CONSEQUENCES.
334	00:29:35.430	00:29:38.332	I DESIRE NO OTHER INSCRIPTION,
335	00:29:38.334	00:29:40.251	OVER MY GRAVESTONE THAN...
336	00:29:41.637	00:29:43.688	HERE LIES JOHN ADAMS,
337	00:29:43.690	00:29:46.090	WHO TOOK UPON HIMSELF THE RESPONSIBILITY,
338	00:29:46.092	00:29:47.758	FOR PEACE WITH FRANCE...
339	00:29:48.827	00:29:50.694	IN THE YEAR 1800.
340	00:30:18.690	00:30:21.759	OH, I PRAY HEAVEN TO BESTOW THE BEST OF BLESSINGS
341	00:30:21.761	00:30:25.830	ON THIS HOUSE AND ALL WHO SHALL HEREAFTER INHABIT IT.
342	00:30:29.201	00:30:30.735	HMM.
343	00:30:31.870	00:30:34.172	MAY NONE BUT HONEST AND WISE MEN,
344	00:30:34.174	00:30:35.806	EVER RULE UNDER THIS ROOF.
345	00:31:07.606	00:31:09.274	THANK GOD YOU'VE COME.
346	00:31:11.443	00:31:13.043	OF COURSE.
347	00:31:22.037	00:31:23.421	IS HE AWAKE?,
348	00:31:34.049	00:31:35.583	Nabby: MOTHER...
349	00:31:37.820	00:31:40.321	HIS MIND IS MUCH DERANGED.
350	00:31:54.353	00:31:56.905	( grunting ),
351	00:32:00.926	00:32:02.644	( coughs ),
352	00:32:04.046	00:32:07.031	CHARLES. CHARLES.
353	00:32:10.002	00:32:11.569	MOTHER.
354	00:32:12.704	00:32:14.422	I'M HERE.
355	00:32:16.608	00:32:18.192	I'M HERE.
356	00:32:20.846	00:32:22.913	IS... FATHER...
357	00:32:22.915	00:32:24.716	WITH YOU?,
358	00:32:27.603	00:32:29.437	NO.
359	00:32:32.475	00:32:34.291	THE ELECTION PRESSES UPON HIM.
360	00:32:34.293	00:32:35.859	THE ELECTION, YES.
361	00:32:35.861	00:32:37.362	( panting ) THE,
362	00:32:39.097	00:32:41.449	( grunts ) WE WILL HAVE NOT HAVE CHARLES! CHARLES!,
363	00:32:42.751	00:32:44.368	( whispering ) CHARLES...
364	00:32:44.370	00:32:46.204	LISTEN TO ME.
365	00:32:46.206	00:32:48.739	YOU HAVE A WIFE AND YOU HAVE CHILDREN,
366	00:32:48.741	00:32:51.159	WHO ARE IN GREAT NEED OF YOU.
367	00:32:51.161	00:32:53.577	( Charles sobbing ),
368	00:32:53.579	00:32:56.414	I AM IN GREAT NEED OF YOU.
369	00:32:57.933	00:33:00.918	SO YOU LOOK DEEP WITHIN YOURSELF,
370	00:33:00.920	00:33:03.120	YOU TURN TO GOD AND YOU RETURN TO US.
371	00:33:05.023	00:33:06.490	DO YOU HEAR ME?,
372	00:33:07.926	00:33:09.827	( crying ) YES.
373	00:33:09.829	00:33:11.429	DO YOU HEAR ME?,
374	00:33:18.237	00:33:21.288	YOU RETURN TO US.
375	00:33:21.290	00:33:24.041	YOU MUST. OH, PLEASE FORGIVE ME, MOTHER. ,
376	00:33:25.611	00:33:28.029	PLEASE... FORGIVE ME.
377	00:33:28.031	00:33:30.481	OH, CHARLES.
378	00:33:33.953	00:33:35.786	SHH.
379	00:33:37.205	00:33:38.856	I'M RIGHT HERE.
380	00:33:42.628	00:33:45.913	Marshall: MR. PRESIDENT! ( door slams ),
381	00:33:45.915	00:33:47.197	MR. PRESIDENT!,
382	00:33:49.033	00:33:50.501	NEWS, SIR!
383	00:33:54.957	00:33:56.991	A TREATY WAS SIGNED ON OCTOBER THE THIRD,
384	00:33:56.993	00:33:59.593	AT MORTEFONTAINE.
385	00:33:59.595	00:34:01.812	A COPY IS EXPECTED FOR RATIFICATION WITHIN THE MONTH.
386	00:34:03.081	00:34:05.216	THANKS BE TO GOD.
387	00:34:05.218	00:34:07.368	BONAPARTE HAS DECLARED THE DIFFERENCES,
388	00:34:07.370	00:34:09.170	BETWEEN FRANCE AND THE UNITED STATES,
389	00:34:09.172	00:34:11.823	TO BE LITTLE MORE THAN A FAMILY QUARREL.
390	00:34:11.825	00:34:13.941	( laughing ),
391	00:34:16.311	00:34:18.996	YOU ARE VINDICATED, ALTHOUGH I FEAR IT COMES TOO LATE.
392	00:34:18.998	00:34:21.466	THE ELECTORS HAVE SUBMITTED THEIR BALLOTS.
393	00:34:21.468	00:34:23.501	BUT WE HAVE A PEACE.
394	00:34:23.503	00:34:25.653	WE HAVE AN HONORABLE PEACE...
395	00:34:28.573	00:34:30.241	FOR ALL THAT IT HAS COST ME.
396	00:34:32.110	00:34:34.078	( child crying ),
397	00:34:34.080	00:34:36.964	I WILL BE WITH YOUR FATHER,
398	00:34:36.966	00:34:39.100	UNTIL THE ELECTION RESULTS ARE KNOWN, THEN THE TWO OF US
399	00:34:39.102	00:34:41.085	WILL RETURN HERE TOGETHER.
400	00:34:41.087	00:34:42.687	WRITE ME OF ANY CHANGE OF HIS CONDITION.
401	00:34:42.689	00:34:44.088	OF COURSE.
402	00:34:47.693	00:34:49.894	AND YOU MUST BE STRONG,
403	00:34:49.896	00:34:51.662	NOW MORE THAN EVER.
404	00:34:57.770	00:34:59.403	( Abigail coos ),
405	00:35:03.275	00:35:06.076	DO YOU WANT TO SAY GOODBYE TO YOUR GRANDMOTHER AND WAVE TO THE CARRIAGE?,
406	00:35:06.078	00:35:08.463	I WILL PRAY EVERY DAY FOR HIS RECOVERY.
407	00:35:15.104	00:35:16.721	( door closes ),
408	00:35:36.191	00:35:38.225	PLEASE CLEAR THE ROOM. AYE, SIR.
409	00:35:38.227	00:35:40.611	COME ON! YES, SIR, BOSS. ,
410	00:35:40.613	00:35:42.547	Man: YES. Man #2: YES, SIR.
411	00:35:44.950	00:35:47.001	MR. PRESIDENT, THE VOTES HAVE BEEN TALLIED.
412	00:35:47.003	00:35:50.738	YOU RECEIVED 65 VOTES, SIR.
413	00:35:53.809	00:35:55.943	MR. JEFFERSON AND MR. BURR,
414	00:35:55.945	00:35:58.112	ARE BOTH TIED AT 73.
415	00:35:58.114	00:35:59.830	( John sighs ),
416	00:36:00.632	00:36:03.117	A TIE BETWEEN TWO REPUBLICANS.
417	00:36:13.162	00:36:15.029	( chuckles ),
418	00:36:22.087	00:36:24.522	ONLY NEW ENGLAND HAS BEEN TRUE.
419	00:36:27.242	00:36:28.893	A GOOD SHOWING, SIR.
420	00:36:28.895	00:36:30.878	( laughs ),
421	00:36:30.880	00:36:33.664	HAD WE GONE TO WAR WITH FRANCE,
422	00:36:33.666	00:36:35.800	MATTERS MIGHT HAVE BEEN VERY DIFFERENT.
423	00:36:35.802	00:36:39.637	TO RETURN TO OFFICE WITH BLOOD ON MY HANDS, MR. MARSHALL, ,
424	00:36:39.639	00:36:41.205	WOULD HAVE BEEN NO VICTORY AT ALL.
425	00:36:42.307	00:36:44.041	THE CHOICE OF A PRESIDENT,
426	00:36:44.043	00:36:46.210	NOW FALLS ON THE HOUSE OF REPRESENTATIVES.
427	00:36:46.212	00:36:48.146	SOME FEDERALISTS ARE EAGER,
428	00:36:48.148	00:36:50.614	TO PROLONG THE STALEMATE.
429	00:36:50.616	00:36:52.333	TO WHAT POSSIBLE END?,
430	00:36:53.635	00:36:55.202	SHOULD YOUR SUCCESSOR NOT BE CHOSEN,
431	00:36:55.204	00:36:58.005	BEFORE THE SCHEDULED INAUGURATION,
432	00:36:58.007	00:37:00.074	THE LAURELS WILL FALL TO THE PRESIDENT PRO TEM,
433	00:37:00.076	00:37:02.076	OF THE SENATE. AS HE IS A FEDERALIST,
434	00:37:02.078	00:37:04.045	OUR PARTY WILL MAINTAIN CONTROL.
435	00:37:04.047	00:37:07.581	YET, WHATEVER THE OUTCOME, I WILL NO LONGER BE OCCUPYING THIS OFFICE. ,
436	00:37:14.622	00:37:17.742	THERE IS ONE PRESSING MATTER,
437	00:37:17.744	00:37:19.310	I NEED TO ATTEND TO.
438	00:37:21.179	00:37:23.914	I'M RECALLING MY SON JOHN QUINCY,
439	00:37:23.916	00:37:26.783	FROM HIS HONORABLE EXILE ABROAD.
440	00:37:30.589	00:37:32.706	YOU WILL SEE TO THE FORMALITIES.
441	00:37:32.708	00:37:34.792	WITH PLEASURE, SIR.
442	00:37:36.544	00:37:39.446	OUR FAMILY'S BEEN APART FOR TOO LONG.
443	00:37:48.790	00:37:50.524	( quill scratching ),
444	00:38:35.537	00:38:37.438	HE'S DEAD, JOHN.
445	00:38:44.096	00:38:46.030	OUR SON IS DEAD.
446	00:38:55.757	00:38:59.042	POOR POOR UNHAPPY MAN.
447	00:39:02.564	00:39:05.265	LET SILENCE REIGN OVER HIS TOMB...
448	00:39:07.068	00:39:08.569	FOREVER.
449	00:39:16.294	00:39:19.997	HE WAS NO MAN'S ENEMY.
450	00:39:23.918	00:39:25.435	HE WAS...
451	00:39:26.955	00:39:28.989	THE DELIGHT OF MY EYE...
452	00:39:30.759	00:39:32.860	AND THE DARLING OF MY HEART.
453	00:39:35.413	00:39:37.915	I WILL NOT FORGIVE HIM.
454	00:40:04.993	00:40:06.160	( sniffles ),
455	00:40:18.589	00:40:20.724	( door closes ),
456	00:40:28.700	00:40:30.818	( hammers pounding ),
457	00:41:43.875	00:41:45.593	( fire crackling ),
458	00:42:06.864	00:42:08.582	MR. PRESIDENT.
459	00:42:10.735	00:42:12.369	MR. PRESIDENT.
460	00:42:15.674	00:42:17.741	YOU HONOR ME PREMATURELY, SIR.
461	00:42:17.743	00:42:20.377	THE HOUSE IS... STILL IN DEADLOCK.
462	00:42:22.113	00:42:23.814	AFTER 32 BALLOTS.
463	00:42:25.266	00:42:26.884	33. AH.
464	00:42:34.676	00:42:36.476	WELL, GOD GRANT THEY MAY SOON REACH A DECISION.
465	00:42:41.717	00:42:43.801	A WORD FROM YOU WOULD...
466	00:42:46.087	00:42:48.538	END THE UNCERTAINTY.
467	00:42:50.224	00:42:51.725	THAT IS FOR THE CONGRESS TO DECIDE.
468	00:42:52.861	00:42:54.795	I HAVE NO BUSINESS IN THAT MATTER.
469	00:43:03.554	00:43:05.122	IF THE FEDERALIST CONSPIRATORS,
470	00:43:05.124	00:43:07.057	ARE ALLOWED TO DEFEAT THIS ELECTION...
471	00:43:09.777	00:43:12.296	THERE WILL BE RESISTANCE BY FORCE,
472	00:43:12.298	00:43:14.915	AND THE CONSEQUENCES COULD BE INCALCULABLE.
473	00:43:17.735	00:43:20.737	THE OUTCOME OF THIS ELECTION IS WITHIN YOUR POWER.
474	00:43:23.391	00:43:24.708	YOU WOULD DO WELL,
475	00:43:24.710	00:43:27.444	TO QUIET YOUR REVOLUTIONARY NOTIONS, THOMAS.
476	00:43:30.048	00:43:31.732	YOU HAVE ONLY TO SAY,
477	00:43:31.734	00:43:34.802	THAT YOU WILL NOT TURN OUT THE GOVERNMENT'S OFFICERS...
478	00:43:34.804	00:43:38.788	WILL MAINTAIN THE NAVY, THAT YOU WILL HONOR THE NATIONAL DEBT
479	00:43:38.790	00:43:41.692	ALL OF WHICH THE FEDERALISTS HOLD DEAR,
480	00:43:41.694	00:43:44.745	AND THE GOVERNMENT WILL INSTANTLY BE IN YOUR HANDS.
481	00:43:52.020	00:43:54.255	I WILL NOT ENTER OFFICE BUT IN PERFECT FREEDOM,
482	00:43:54.257	00:43:57.457	TO FOLLOW THE DICTATES OF MY OWN JUDGMENT.
483	00:44:02.030	00:44:03.731	WELL THEN, IN THAT CASE, EVENTS MUST TAKE ,
484	00:44:03.733	00:44:05.198	THEIR OWN COURSE.
485	00:45:20.625	00:45:23.060	( paper crinkling ),
486	00:45:25.980	00:45:27.698	AH.  MR. MARSHALL.
487	00:45:27.700	00:45:29.366	WELCOME.
488	00:45:29.368	00:45:31.701	WOULD WOULD YOU CARE FOR A DRINK?,
489	00:45:31.703	00:45:33.236	UH, NO THANK YOU, SIR. ,
490	00:45:35.022	00:45:36.923	AH.
491	00:45:36.925	00:45:40.944	MR. BAYARD OF DELAWARE RELENTED,
492	00:45:40.946	00:45:43.030	ON THE 36th BALLOT.
493	00:45:44.265	00:45:46.884	HE WAS INDUCED TO DO SO BY ASSURANCES,
494	00:45:46.886	00:45:49.636	FROM MR. JEFFERSON'S AGENTS,
495	00:45:49.638	00:45:52.990	THAT THE GENEROUS CONCESSIONS YOU SUGGESTED,
496	00:45:52.992	00:45:55.025	WOULD BE RESPECTFULLY CONSIDERED.
497	00:45:58.013	00:46:00.297	WELL WELL, RESPECTFULLY CONSIDERED.
498	00:46:01.315	00:46:03.500	WE SHALL SEE ABOUT THAT, HMM?
499	00:46:03.502	00:46:06.820	MR. JEFFERSON IS FORTUNATE THAT I HAVE LEFT HIM A COUNTRY AT ALL,
500	00:46:06.822	00:46:08.989	OVER WHICH TO PRESIDE.
501	00:46:08.991	00:46:11.224	WHATEVER ACCUSATIONS MAY BE HURLED AT ME...
502	00:46:12.594	00:46:14.360	THAT I LED US INTO A RUINOUS WAR WITH FRANCE,
503	00:46:14.362	00:46:16.830	WILL NOT BE AMONG THEM.
504	00:46:16.832	00:46:19.132	AND I HAVE YOU TO THANK FOR YOUR SERVICE AT THAT END.
505	00:46:19.134	00:46:20.550	THANK YOU, SIR.
506	00:46:23.287	00:46:27.124	( sighs ) I FEEL MY SHOULDERS RELIEVED OF THE BURDEN OF OFFICE.
507	00:46:29.593	00:46:33.463	I WILL BE PLAIN FARMER JOHN OF PEACEFIELD.
508	00:46:36.317	00:46:38.052	THAT'S A GOOD EXCHANGE.
509	00:46:38.054	00:46:40.888	THE VIRTUES AND HONOR OF OFFICE...
510	00:46:42.090	00:46:43.591	FOR SIMPLE MANURE.
511	00:46:44.926	00:46:47.160	OH, DEAR. NO NO NO, NOT THAT ONE. ,
512	00:46:50.949	00:46:52.649	GOOD HEAVENS.  OH.
513	00:46:54.018	00:46:56.069	I DIDN'T MEAN TO BURN THAT ONE.
514	00:46:58.740	00:47:00.373	UNTIL THE INAUGURATION THEN, SIR.
515	00:47:03.678	00:47:05.311	OH, I I WILL NOT BE ATTENDING.
516	00:47:12.670	00:47:15.205	YOU WILL FORGIVE ME IF I DO NOT WISH TO GLORY,
517	00:47:15.207	00:47:17.241	IN MR. JEFFERSON'S CORONATION.
518	00:47:19.294	00:47:21.028	YOU WILL BE MISSED, SIR.
519	00:47:26.300	00:47:28.268	I VERY MUCH DOUBT THAT, MR. MARSHALL.
520	00:47:42.884	00:47:44.818	( sighs ),
521	00:48:28.596	00:48:29.997	( man yelling melodically ),
522	00:49:13.407	00:49:15.242	IF YOU DON'T MIND, SIR. THANK YOU.
523	00:49:16.811	00:49:18.645	( grunting ),
524	00:49:22.616	00:49:24.451	THANK YOU.
525	00:49:24.453	00:49:26.253	( grunting ),
526	00:49:26.255	00:49:28.721	VERY GOOD. THANK YOU, SIR.
527	00:49:30.959	00:49:32.993	PARDON. Man: SIT HERE, SIR.
528	00:49:40.618	00:49:43.336	( man chatting ),
529	00:49:53.881	00:49:55.381	STOP GAWKING.
530	00:49:57.051	00:49:59.586	I'M PLAIN JOHN ADAMS,
531	00:49:59.588	00:50:01.654	JUST AN ORDINARY CITIZEN,
532	00:50:02.756	00:50:04.291	SAME AS YOURSELVES.
533	00:50:46.000	00:50:48.017	( theme music playing ),
534	00:53:59.393	00:54:01.977	( theme music playing ),
535	00:56:34.130	00:56:36.198	John: GOOD OF YOU TO COME.
536	00:56:36.200	00:56:38.433	OUR REUNION HAS BEEN LONG OVERDUE.
537	00:56:38.435	00:56:41.636	YES, INDEED. YES, INDEED. ,
538	00:56:41.638	00:56:44.439	IT'S BEEN TOO DAMN LONG.
539	00:56:44.441	00:56:46.508	THANK YOU FOR SAYING IT.
540	00:56:46.510	00:56:48.577	OF COURSE.
541	00:57:00.674	00:57:03.809	ABIGAIL, BENJAMIN HAS ARRIVED.
542	00:57:05.395	00:57:07.479	THANK YOU, SIR, FOR COMING. MRS. ADAMS. ,
543	00:57:07.481	00:57:11.399	NABBY, DR. RUSH HAS COME TO SEE YOU.
544	00:57:16.873	00:57:18.607	MRS. SMITH.
545	00:57:19.742	00:57:21.677	PLEASE.
546	00:57:24.380	00:57:26.965	WE WILL BE DOWNSTAIRS IF YOU NEED US.
547	00:57:40.730	00:57:42.731	YOUR FATHER HAS TOLD ME,
548	00:57:42.733	00:57:45.333	OF A CERTAIN COMPLAINT.
549	00:57:45.335	00:57:48.920	WOULD YOU DESCRIBE IT FOR ME?,
550	00:57:48.922	00:57:52.290	I FEEL A HARDNESS IN MY RIGHT BREAST.
551	00:57:52.292	00:57:54.793	DOES IT CAUSE YOU DISCOMFORT?,
552	00:57:54.795	00:57:58.063	THERE IS GREAT PAIN SOMETIMES.
553	00:58:00.066	00:58:03.319	WOULD YOU ALLOW ME,
554	00:58:03.321	00:58:04.686	TO EXAMINE YOU?,
555	00:58:06.606	00:58:09.308	OF COURSE.
556	00:58:09.310	00:58:12.277	WOULD YOU EXCUSE ME FOR A MOMENT? YES.
557	00:58:38.053	00:58:40.288	AH.
558	00:58:40.290	00:58:43.525	WHERE IS MRS. ADAMS?,
559	00:58:45.278	00:58:47.145	ABIGAIL?,
560	00:58:51.768	00:58:54.736	NO NO, CAROLINE. PLEASE, SIT. ,
561	00:58:54.738	00:58:58.123	COME AWAY. COME ALONG. UNCLE THOMAS, LET ME SEE.
562	00:58:58.125	00:59:00.509	Sally: HELP ME TO SET THE TABLE.
563	00:59:08.651	00:59:11.220	YOUR DAUGHTER SUFFERS,
564	00:59:11.222	00:59:14.122	FROM A CANCER OF THE BREAST.
565	00:59:15.558	00:59:17.092	MERCIFUL GOD.
566	00:59:20.379	00:59:22.781	THE ENTIRE BREAST MUST BE REMOVED.
567	00:59:26.068	00:59:28.102	( sighs ),
568	00:59:28.104	00:59:31.223	NOW FROM HER ACCOUNT OF THE MOVING STATE OF THE TUMOR,
569	00:59:31.225	00:59:34.609	IT IS NOW IN A PROPER SITUATION FOR THE OPERATION.
570	00:59:34.611	00:59:37.295	OH, GOOD HEAVENS. IS THERE NO OTHER REMEDY?
571	00:59:37.297	00:59:39.681	I KNOW OF NONE BUT THE KNIFE.
572	00:59:43.002	00:59:45.086	NOW, MY FRIENDS, ,
573	00:59:45.088	00:59:48.790	LET THERE BE NO DELAY.
574	01:00:35.204	01:00:37.589	HERE...
575	01:00:37.591	01:00:39.525	DRINK THIS.
576	01:00:41.077	01:00:42.827	GOOD.
577	01:00:42.829	01:00:44.679	NOW LIE DOWN.
578	01:00:44.681	01:00:46.899	NO, THIS WAY.
579	01:00:49.652	01:00:51.519	MR. HARRIS.
580	01:01:41.654	01:01:43.588	SALLY.
581	01:01:47.727	01:01:49.428	YES.
582	01:01:49.430	01:01:51.813	I WANT YOU,
583	01:01:51.815	01:01:54.149	TO TAKE THE CHILDREN FOR A WALK.
584	01:01:56.068	01:01:59.504	OF COURSE. YES, MADAM.
585	01:02:03.242	01:02:05.243	SUSANNA.
586	01:02:06.529	01:02:09.597	Sally: ABIGAIL... WILLIAM, COME ALONG.
587	01:02:09.599	01:02:11.599	WE'RE GOING FOR A WALK.
588	01:02:11.601	01:02:13.868	COME, MY SWEET.
589	01:02:13.870	01:02:16.204	WHERE IS SHE GOING?,
590	01:02:16.206	01:02:18.073	THAT'S IT.
591	01:02:31.687	01:02:33.989	ARE YOU READY, MY BRAVE GIRL?
592	01:02:36.308	01:02:38.242	BITE.
593	01:02:52.091	01:02:55.110	( flesh slicing ) ( muffled cry ),
594	01:03:11.560	01:03:14.729	FOR GOD'S SAKE, JOHN, SIT DOWN. ,
595	01:03:14.731	01:03:16.748	( loud thudding ),
596	01:03:41.557	01:03:44.342	( footsteps approaching ),
597	01:03:56.706	01:04:00.074	I HAVE NEVER SEEN A PATIENT,
